name,set,image,main_type,sub_type,color_type,special_type,tribe,attribute,level,attack,defense,text
"Gaia Knight, the Force of Earth",5DS1,database\images\GaiaKnighttheForceofEarth.jpg,Monster,Non-Effect,Synchro,Nil,Warrior,EARTH,6,2600,800,1 Tuner + 1 or more non-Tuner monsters
Junk Destroyer,5DS3,database\images\JunkDestroyer.jpg,Monster,Effect,Synchro,Nil,Warrior,EARTH,8,2600,2500,"Junk Synchron + 1 or more non-Tuner monsters. When this card is Synchro Summoned, you can select and destroy cards on the field, up to the number of non-Tuner monsters used as Synchro Material Monsters for this card."
Fushioh Richie,DB2,database\images\FushiohRichie.jpg,Monster,Effect,Nil,Nil,Zombie,DARK,7,2600,2900,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned from your hand or your Deck by Tributing 1 ""Great Dezard"" that has fulfilled the condition as a Tribute. You can flip this card into face-down Defense Position once per turn during your Main Phase. As long as this monster remains face-up on the field, negate the activation and effects of all Spell and Trap Cards that target this card and destroy them. When this card is flipped face-up, you can Special Summon 1 Zombie-Type monster from your Graveyard."
Armoroid,CRMS,database\images\Armoroid.jpg,Monster,Effect,Nil,Nil,Machine,EARTH,8,2700,2000,"When you Tribute Summon this card by Tributing at least 1 ""roid"" monster, remove from play all Spell and Trap Cards on the field."
Hino-Kagu-Tsuchi,DB2,database\images\HinoKaguTsuchi.jpg,Monster,Effect,Nil,Spirit,Pyro,FIRE,8,2800,2900,"This card cannot be Special Summoned. This card returns to the owner's hand during the End Phase of the turn that this card is Normal Summoned, Flip Summoned or flipped face-up. If this card inflicts Battle Damage to your opponent's Life Points, your opponent must discard all cards in his/her hand during the next Draw Phase before they draw."
Archlord Zerato,AST,database\images\ArchlordZerato.jpg,Monster,Effect,Nil,Nil,Fairy,LIGHT,8,2800,2300,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 1 face-up ""Warrior of Zera"" on your side of the field while ""The Sanctuary in the Sky"" is on the field. If ""The Sanctuary in the Sky"" is on your side of the field, by discarding 1 LIGHT Monster Card from your hand to the Graveyard, destroy all monsters on your opponent's side of the field. If ""The Sanctuary in the Sky"" is not on your side of the field, this effect is not applied."
Dark Voltanis,CRMS,database\images\DarkVoltanis.jpg,Monster,Effect,Nil,Nil,Fairy,DARK,8,2800,1400,"After 1 Counter Trap Card you control has been activated and has resolved, you can Tribute 1 DARK monster to Special Summon this card from your hand. If this card is Special Summoned in this way, destroy 1 card on the field."
Moisture Creature,DB2,database\images\MoistureCreature.jpg,Monster,Effect,Nil,Nil,Fairy,LIGHT,9,2800,2900,"If you Tribute Summon this monster by Tributing 3 monsters on the field, destroy all Spell and Trap Cards on your opponent's side of the field."
St. Joan,DB1,database\images\StJoan.jpg,Monster,Non-Effect,Fusion,Nil,Fairy,LIGHT,7,2800,2000,"The Forgiving Maiden"" + ""Marie the Fallen One"
Voltanis the Adjudicator,DR04,database\images\VoltanistheAdjudicator.jpg,Monster,Effect,Nil,Nil,Fairy,LIGHT,8,2800,1400,"After 1 of your Counter Trap Cards has been activated and has resolved, by Tributing all monsters on your side of the field, you can Special Summon this card. If this card is Special Summoned this way, you can destroy cards on your opponent's side of the field up to the number of Fairy-Type monsters you Tributed."
Dark Lucius LV8,CDIP,database\images\DarkLuciusLV8.jpg,Monster,Effect,Nil,Nil,Fiend,EARTH,8,2800,900,"If this card was Special Summoned by the effect of ""Dark Lucius LV6"", your opponent's monsters that this card destroys by battle are removed from play, and their effects are negated."
Infernal Incinerator,DR04,database\images\InfernalIncinerator.jpg,Monster,Effect,Nil,Nil,Fiend,FIRE,6,2800,1800,"This card can only be Normal Summoned or Set by discarding all card(s) in your hand to the Graveyard except this card, as well as Tributing 1 card with ATK 2000 or higher from your side of the field. Increase the ATK of this monster by 200 points for each monster on your opponent's side of the field. Decrease the ATK of this card by 500 points for each monster on your side of the field, except this card."
Mazera DeVille,AST,database\images\MazeraDeVille.jpg,Monster,Effect,Nil,Nil,Fiend,DARK,8,2800,2300,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 1 face-up ""Warrior of Zera"" on your side of the field while ""Pandemonium"" is on the field. If ""Pandemonium"" is on your side of the field when you Special Summon this card, your opponent discards 3 random cards from their hand. If ""Pandemonium"" is not on your side of the field, this effect is not applied."
Doom Dozer,DR04,database\images\DoomDozer.jpg,Monster,Effect,Nil,Nil,Insect,EARTH,8,2800,2600,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by removing from play 2 Insect-Type monsters from your Graveyard. When this card inflicts Battle Damage to your opponent, send 1 card from the top of your opponent's Deck to the Graveyard."
Metal Armored Bug,AST,database\images\MetalArmoredBug.jpg,Monster,Normal,Nil,Nil,Insect,EARTH,8,2800,1500,A gigantic insect-like creature covered by thick armor. Everything in his path is destroyed.
"Fusilier Dragon, the Dual-Mode Beast",CP07,database\images\FusilierDragontheDualModeBeast.jpg,Monster,Effect,Nil,Nil,Machine,DARK,7,2800,2000,"You can Normal Summon or Set this card without Tributing. If you do, its original ATK and DEF are halved."
Mechanical Hound,CRV,database\images\MechanicalHound.jpg,Monster,Effect,Nil,Nil,Machine,EARTH,7,2800,1500,"While you have no cards in your hand, your opponent cannot activate Spell Cards."
XYZ-Dragon Cannon,DP2,database\images\XYZDragonCannon.jpg,Monster,Effect,Fusion,Nil,Machine,LIGHT,8,2800,2600,"X-Head Cannon + ""Y-Dragon Head"" + ""Z-Metal Tank"" This card can only be Special Summoned from your Extra Deck by removing from play the above cards on your side of the field. (You do not use ""Polymerization""). This card cannot be Special Summoned from the Graveyard. By discarding 1 card from your hand, destroy 1 card on your opponent's side of the field."
"Tytannial, Princess of Camellias",CSOC,database\images\TytannialPrincessofCamellias.jpg,Monster,Effect,Nil,Nil,Plant,WIND,8,2800,2600,"You can Tribute 1 face-up Plant-Type monster you control to negate the activation of a Spell, Trap, or Effect Monster's effect that targets a card(s) on the field and destroy it."
Colossal Fighter,5DS1,database\images\ColossalFighter.jpg,Monster,Effect,Synchro,Nil,Warrior,DARK,8,2800,1000,"1 Tuner + 1 or more non-Tuner monsters This card gains 100 ATK for every Warrior-Type monster in any Graveyard. When this card is destroyed by battle and sent to the Graveyard, Special Summon 1 Warrior-Type monster from either player's Graveyard."
Puppet King,CRMS,database\images\PuppetKing.jpg,Monster,Effect,Nil,Nil,Warrior,EARTH,7,2800,2600,"When your opponent adds a Monster Card(s) to their hand, except by drawing, you can Special Summon this card from your hand. If you do, destroy it during your next turn's End Phase."
Tyrant Dragon,DB2,database\images\TyrantDragon.jpg,Monster,Effect,Nil,Nil,Dragon,FIRE,8,2900,2500,"During your Battle Phase, if your opponent controls a monster after this card's first attack, this card can attack once again. Negate the effect of any Trap Card that targets this card, and destroy that Trap Card. If this card is Special Summoned from the Graveyard by another card's effect, you must Tribute 1 Dragon-Type monster."
Majestic Mech - Goryu,DR04,database\images\MajesticMechGoryu.jpg,Monster,Effect,Nil,Nil,Fairy,LIGHT,8,2900,1800,"You can Normal Summon this card by Tributing 1 monster. If you Normal Summon it this way, it is sent to the Graveyard during the End Phase. During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent's Life Points."
Spiral Serpent,5DS1,database\images\SpiralSerpent.jpg,Monster,Normal,Nil,Nil,Sea Serpent,WATER,8,2900,2900,"When huge whirlpools lay cities asunder, it is the hunger of this sea serpent at work. No one has ever escaped its dreaded Spiral Wave to accurately describe the terror they experienced."
Doomkaiser Dragon-Assault Mode,CRMS,database\images\DoomkaiserDragonAssaultMode.jpg,Monster,Effect,Nil,Nil,Zombie,FIRE,8,2900,2000,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with ""Assault Mode Activate"". When this card is Special Summoned, Special Summon any number of Zombie-Type monsters from either player's Graveyard(s) to your side of the field. The monsters' effects are negated, and they are destroyed during the End Phase this turn. When this card on the field is destroyed, you can Speial Summon 1 ""Doomkaiser Dragon"" from your Graveyard."
Gogiga Gagagigo,5DS2,database\images\GogigaGagagigo.jpg,Monster,Normal,Nil,Nil,Reptile,WATER,8,2950,2800,"His soul long-since collapsed, his body recklessly continues onward, driven by a lust for more power. He no longer resembles his former self."
Armed Dragon LV10,DP2,database\images\ArmedDragonLV10.jpg,Monster,Effect,Nil,Nil,Dragon,WIND,10,3000,2000,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 1 ""Armed Dragon LV7"" on your side of the field. By sending 1 card from your hand to the Graveyard, destroy all face-up monsters on your opponent's side of the field."
Chaos Emperor Dragon - Envoy of the End,DPKB,database\images\ChaosEmperorDragonEnvoyoftheEnd1.jpg,Monster,Effect,Nil,Nil,Dragon,DARK,8,3000,2500,This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 1 LIGHT and 1 DARK monster in your Graveyard. You can pay 1000 Life Points to send all cards in both players' hands and on the field to the Graveyard. Inflict 300 damage to your opponent for each card sent to the Graveyard by this effect.
Stardust Dragon-Assault Mode,DP09,database\images\StardustDragonAssaultMode1.jpg,Monster,Effect,Nil,Nil,Dragon,WIND,10,3000,2500,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with its own effect or with ""Assault Mode Activate"". You can Tribute this card to negate the activation of a Spell Card, Trap Card, or Effect Monster's effect, and destroy that card. If you negate an effect this way, you can Special Summon this card from your Graveyard during the End Phase. When this card on the field is destroyed, you can Special Summon 1 ""Stardust Dragon"" from your Graveyard."
Sun Dragon Inti,ABPF,database\images\SunDragonInti.jpg,Monster,Effect,Synchro,Nil,Dragon,LIGHT,8,3000,2800,"When this card is destroyed by battle and sent to the Graveyard, destroy the monster that destroyed this card, and inflict damage to your opponent equal to half that monster's ATK. If this card on the field is destroyed, during the Standby Phase of the next turn, you can Special Summon 1 ""Moon Dragon Quilla"" from your Graveyard."
Flying Fortress SKY FIRE,CRMS,database\images\FlyingFortressSKYFIRE.jpg,Monster,Effect,Nil,Nil,Machine,WIND,8,3000,2500,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with the effect of ""Summon Reactor SK"". Once per turn, you can send 1 card from your hand to the Graveyard to destroy 1 card your opponent controls. Once during each of your opponent's turns, you can activate 1 of the following effects: When your opponent Normal Summons or Special Summons a monster, destroy it and inflict 800 damage to your opponent. OR When your opponent Sets a card, destroy it and inflict 800 damage to your opponent."
VWXYZ-Dragon Catapult Cannon,DR04,database\images\VWXYZDragonCatapultCannon.jpg,Monster,Effect,Fusion,Nil,Machine,LIGHT,8,3000,2800,"VW-Tiger Catapult + ""XYZ-Dragon Cannon"" This card can only be Special Summoned from your Extra Deck by removing from play the above cards on your side of the field. (You do not use ""Polymerization""). Once per turn, remove from play 1 card on your opponent's side of the field. When this card attacks, you can change the battle position of the attack-target monster. (Flip Effects are not activated at this time.)"
Hyper Psychic Blaster,CRMS,database\images\HyperPsychicBlaster.jpg,Monster,Effect,Synchro,Nil,Psychic,EARTH,9,3000,2500,"1 Tuner + 1 or more non-Tuner Psychic-Type monsters During battle between this attacking card and a Defense Position monster your opponent controls whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent. If this card attacks a Defense Position monster whose DEF is lower than the ATK of this card, gain Life Points equal to the difference at the end of the Damage Step."
Road Warrior,5DS2,database\images\RoadWarrior.jpg,Monster,Effect,Synchro,Nil,Warrior,LIGHT,8,3000,1500,"Road Synchron + 2 or more non-Tuner monsters Once per turn, you can Special Summon 1 Level 2 or lower Warrior-Type or Machine-Type monster from your Deck."
Colossal Fighter-Assault Mode,CRMS,database\images\ColossalFighterAssaultMode.jpg,Monster,Effect,Nil,Nil,Warrior,DARK,10,3300,1500,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with ""Assault Mode Activate"". When this card is Special Summoned, you can send up to 2 Warrior-Type monsters from your Deck to the Graveyard. All monsters your opponent controls lose 100 ATK for every Warrior-Type monster in your Graveyard. When this card on the field is destroyed, you can Special Summon 1 ""Colossal Fighter"" from your Graveyard."
Red Dragon Archfiend-Assault Mode,CRMS,database\images\RedDragonArchfiendAssaultMode.jpg,Monster,Effect,Nil,Nil,Dragon,DARK,10,3500,2500,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with ""Assault Mode Activate"". If this card attacks, destroy all other monsters after damage calculation. When this card on the field is destroyed, you can Special Summon 1 ""Red Dragon Archfiend"" from your Graveyard."
Perfectly Ultimate Great Moth,DB2,database\images\PerfectlyUltimateGreatMoth1.jpg,Monster,Effect,Nil,Nil,Insect,EARTH,8,3500,3000,"This card cannot be Normal Summoned or Set. This monster can only be Special Summoned by Tributing ""Petit Moth"" on the 6th of your turns after ""Petit Moth"" has been equipped with ""Cocoon of Evolution""."
Hyper Psychic Blaster-Assault Mode,CRMS,database\images\HyperPsychicBlasterAssaultMode.jpg,Monster,Effect,Nil,Nil,Psychic,EARTH,11,3500,3000,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with ""Assault Mode Activate"". If this card battles a monster, at the end of the Damage Step, inflict damage to your opponent equal to that monster's DEF and gain Life Points equal to its ATK. When this card on the field is destroyed, you can Special Summon 1 ""Hyper Psychic Blaster"" from your Graveyard."
Majestic Red Dragon,ABPF,database\images\MajesticRedDragon.jpg,Monster,Effect,Synchro,Nil,Dragon,DARK,10,4000,3000,"This card cannot be destroyed by card effects. If this card attacks, destroy all Defense Position monsters on the field after damage calculation. Once per turn, you can negate the effect(s) of 1 face-up monster your opponent controls and have this card gain ATK equal to the negated monster's ATK, until the End Phase. During the End Phase, return this card from the field to the Extra Deck, and Special Summon 1 ""Red Dragon Archfiend"" from your Graveyard."
"Raviel, Lord of Phantasms",CT03,database\images\RavielLordofPhantasms.jpg,Monster,Effect,Nil,Nil,Fiend,DARK,10,4000,4000,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 3 Fiend-Type monsters on your side of the field. Each time your opponent Normal Summons a monster(s), Special Summon 1 ""Phantasm Token"" (Fiend-Type/DARK/Level 1/ATK 1000/DEF 1000) on your side of the field. This token cannot declare an attack. Once per turn, by Tributing 1 monster on your side of the field, increase the ATK of this card by the original ATK of the Tributed monster, until the End Phase of this turn."
Tyranno Infinity,CRV,database\images\TyrannoInfinity.jpg,Monster,Effect,Nil,Nil,Dinosaur,EARTH,4,0,0,The original ATK of this card becomes the number of your Dinosaur-Type monsters that are removed from play x 1000 points.
Montage Dragon,CT05,database\images\MontageDragon.jpg,Monster,Effect,Nil,Nil,Dragon,EARTH,8,0,0,This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by sending 3 other monsters from your hand to the Graveyard. This card's ATK is equal to the combined Levels of the sent monsters x 300.
Greed Quasar,CRMS,database\images\GreedQuasar.jpg,Monster,Effect,Nil,Nil,Fiend,DARK,7,0,0,This card's original ATK and DEF are each equal to it's Level x 300. This monster's Level is increased by the Level of monsters it destroys by battle.
Maju Garzett,DCR,database\images\MajuGarzett.jpg,Monster,Effect,Nil,Nil,Fiend,DARK,7,0,0,The ATK of this card becomes equal to the combined original ATK of the 2 monsters you Tributed for the Tribute Summon of this card.
Parasitic Ticky,DR04,database\images\ParasiticTicky.jpg,Monster,Effect,Nil,Nil,Insect,EARTH,1,0,0,The ATK and DEF of this card are equal to the number of Tokens on the field x 500 points.
Gradius' Option,DB2,database\images\GradiusOption.jpg,Monster,Effect,Nil,Nil,Machine,LIGHT,1,0,0,"This card cannot be Normal Summoned or Set. This monster can only be Special Summoned by selecting 1 face-up ""Gradius"" on your side of the field. The ATK and DEF of this card becomes the same as the ATK and DEF of the selected ""Gradius"". If the selected ""Gradius"" is removed from the field, destroy this card."
Scanner,CRMS,database\images\Scanner.jpg,Monster,Effect,Nil,Nil,Machine,LIGHT,1,0,0,"Once per turn, you can select 1 of your opponent's monsters that is removed from play. Until the End Phase, this card's name is treated as the selected monster's name, and this card has the same Attribute, Level, ATK and DEF as the selected monster. If this card is removed from the field while this effect is applied, remove it from play."
UFOroid Fighter,DR04,database\images\UFOroidFighter.jpg,Monster,Effect,Fusion,Nil,Machine,LIGHT,10,0,0,UFOroid + 1 Warrior-Type monster A Fusion Summon of this card can only be conducted with the above Fusion Material Monsters. The original ATK and DEF of this card become equal to the combined original ATK of the 2 Fusion Material Monsters you used for the Fusion Summon of this card.
Helios Duo Megistus,CP06,database\images\HeliosDuoMegistus.jpg,Monster,Effect,Nil,Nil,Pyro,LIGHT,6,0,0,"You can Special Summon this card by Tributing 1 ""Helios - The Primordial Sun"". This card's ATK and DEF are equal to the number of removed from play monsters x 200. If this card is destroyed by battle and sent to the Graveyard, Special Summon it during the End Phase, and it gains 300 ATK and DEF."
Rai-Jin,CSOC,database\images\RaiJin.jpg,Monster,Effect,Nil,Nil,Thunder,LIGHT,4,0,1000,"All LIGHT monsters you control gain 100 ATK for each LIGHT monster in your Graveyard. During your End Phase, destroy 1 LIGHT monster you control. There can only be 1 face-up ""Rai-Jin"" on the field."
7,AST,database\images\7.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"When there are 3 face-up ""7"" cards on your side of the field, draw 3 cards from your Deck. Then destroy all ""7"" cards. When this card is sent directly from the field to your Graveyard, increase your Life Points by 700 points."
A Rival Appears!,DR04,database\images\ARivalAppears!.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Select 1 face-up monster your opponent controls. Special Summon 1 monster from your hand that has the same Level as the selected monster.
Accumulated Fortune,CDIP,database\images\AccumulatedFortune.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Activate only as Chain Link 4 or higher. Draw 2 cards. You cannot activate this card if multiple cards/effects with the same name are in that chain.
Acid Rain,DL8,database\images\AcidRain.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Destroy all face-up Machine-Type monsters on the field.
Advance Force,ABPF,database\images\AdvanceForce.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,You can Tribute 1 Level 5 or higher monster to Tribute Summon a Level 7 or higher monster.
After the Struggle,DB2,database\images\AftertheStruggle.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,This card can only be activated during Main Phase 1. All monsters on both sides of the field that have been involved in damage calculation are destroyed during the End Step of the turn.
Alien Brain,ABPF,database\images\AlienBrain.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate only when a Reptile-Type monster you control is destroyed by battle with an opponent's attacking monster and sent to the Graveyard. Take control of the attacking monster, and treat it as a Reptile-Type monster."
Ancient Rules,CP07,database\images\AncientRules.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Special Summon 1 Level 5 or higher Normal Monster from your hand.
Anti-Spell Fragrance,CP05,database\images\AntiSpellFragrance.jpg,Trap,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Both players must Set Spell Cards before activating them, and cannot activate them until their next turn."
Arcane Barrier,CRMS,database\images\ArcaneBarrier.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Each time a Spellcaster-Type monster(s) on the field is destroyed, place 1 Spell Counter on this card (max. 4). You can send this card and 1 face-up Spellcaster-Type monster you control to the Graveyard to draw 1 card for each Spell Counter on this card."
Armor Break,AST,database\images\ArmorBreak.jpg,Trap,Counter,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Negate the activation of an Equip Spell card and destroy it.
Array of Revealing Light,DB2,database\images\ArrayofRevealingLight.jpg,Spell,Field,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Declare 1 Type of monster. Any monster of the selected Type cannot attack during the turn it is Summoned (including Flip Summon and Special Summon).
Arsenal Robber,DCR,database\images\ArsenalRobber.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Your opponent selects 1 Equip Spell Card from his/her Deck and sends it to the Graveyard.
Ascending Soul,ABPF,database\images\AscendingSoul.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Once per turn, when a Ritual Monster is Ritual Summoned, you can select and add to your hand 1 monster in your Graveyard that was Tributed for the Ritual Summon."
Assault Armor,CRMS,database\images\AssaultArmor.jpg,Spell,Equip,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Equip only to a Warrior-Type monster that is the only monster you control. It gains 300 ATK. During your Main Phase, you can send this equipped card to the Graveyard. If you do, the equipped monster can attack twice during the Battle Phase this turn."
Assault Counter,CRMS,database\images\AssaultCounter.jpg,Trap,Counter,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate only while you control an ""-Assault Mode"" monster. Negate the activation of a Spell Card, Trap Card, or Effect Monster's effect and destroy it."
Assault Mode Activate,CRMS,database\images\AssaultModeActivate.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Tribute 1 Synchro Monster. Special Summon 1 ""-Assault Mode"" monster whose name includes the Tributed monster's name from your Deck in Attack Position."
Assault Overload,CRMS,database\images\AssaultOverload.jpg,Spell,Quick-Play,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Tribute 1 ""-Assault Mode"" monster. Inflict damage to both players equal to its Level x 200."
Assault Revival,CRMS,database\images\AssaultRevival.jpg,Spell,Quick-Play,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Remove from play 1 ""Assault Mode Activate"" from your Graveyard. Destroy all monsters you control and Special Summon 1 ""-Assault Mode"" monster from your Graveyard, ignoring its Summoning conditions. Its effect(s) is negated, and it cannot be Tributed. If it is removed from the field, remove it from play."
Assault Slash,CRMS,database\images\AssaultSlash.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate only while you control an ""-Assault Mode"" monster. Destroy all face-up monsters on the field."
Assault Teleport,CRMS,database\images\AssaultTeleport.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Return 1 ""-Assault Mode"" monster from your hand to the Deck. Draw 2 cards."
Attack And Receive,DB1,database\images\AttackAndReceive.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"You can only activate this card when you take damage to your Life Points. Inflict 700 points of damage to your opponent's Life Points. Also, inflict 300 points of damage to your opponent's Life Points for each ""Attack and Receive"" card in your Graveyard."
Attack Reflector Unit,DP04,database\images\AttackReflectorUnit.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Tribute 1 ""Cyber Dragon"". Special Summon 1 ""Cyber Barrier Dragon"" from your hand or Deck."
Backfire,AST,database\images\Backfire.jpg,Trap,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"When a FIRE monster on your side of the field is destroyed and sent to the Graveyard, inflict 500 damage to your opponent."
Backup Soldier,5DS1,database\images\BackupSoldier.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Activate only if there are 5 or more monsters in your Graveyard. Add up to 3 non-Effect Monsters with 1500 or less ATK from your Graveyard to your hand.
Bad Reaction to Simochi,DB2,database\images\BadReactiontoSimochi.jpg,Trap,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"As long as this card remains face-up on the field, the effect of increasing your opponent's Life Points is negated and changed to inflict the same amount of points in Direct Damage to your opponent's Life Points."
Bamboo Scrap,CSOC,database\images\BambooScrap.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Tribute 1 Plant-Type monster. Special Summon 2 ""Plant Tokens"" (Plant-Type/EARTH/Level 1/ATK 800/DEF 500) to your opponent's side of the field in Defense Position."
Bark of Dark Ruler,DB2,database\images\BarkofDarkRuler.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,You can activate this card during the Damage Step of the Battle Phase that a Fiend-Type monster on your side of the field attacks or is attacked. Pay your Life Points (in multiples of 100 points) to decrease 1 of your opponent's monster's ATK and DEF by the same amount of points until the End Phase of that turn.
Battle Mania,CSOC,database\images\BattleMania.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate only during your opponent's Standby Phase. All face-up monsters your opponent controls are changed to Attack Position, and cannot change their battle positions this turn. All monsters your opponent currently controls must attack this turn, if able."
Battle Waltz,DP10,database\images\BattleWaltz1.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Select 1 face-up Synchro Monster you control. Special Summon 1 ""Waltz Token"" with the same Type, Attribute, Level, ATK and DEF as that monster. Players take no Battle Damage from battles involving this Token."
Birthright,5DS1,database\images\Birthright.jpg,Trap,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Select 1 Normal Monster from your Graveyard and Special Summon it in face-up Attack Position. When this card is removed from the field, destroy that monster. When that monster is removed from the field, destroy this card."
Black Feather Beacon,DP11,database\images\BlackFeatherBeacon.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate only when you take damage by a card effect. Special Summon 1 Level 4 or lower ""Blackwing"" monster from your hand."
Black Garden,CSOC,database\images\BlackGarden.jpg,Spell,Field,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"When a monster is Normal or Special Summoned, except by the effect of ""Black Garden"", halve its ATK and Special Summon 1 ""Rose Token"" (Plant-Type/DARK/Level 2/ATK 800/DEF 800) to its controller's opponent's side of the field, in Attack Position. You can destroy this card and all face-up Plant-Type monsters on the field and Special Summon 1 monster with ATK equal to the total ATK of those monsters from your Graveyard."
Black Return,DP11,database\images\BlackReturn.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate only when exactly 1 ""Blackwing"" monster is Special Summoned, by selecting 1 face-up monster your opponent controls. Gain Life Points equal to the ATK of that monster, and return it to the hand."
Blast Held By a Tribute,DCR,database\images\BlastHeldByaTribute.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate only when your opponent declares an attack with a monster on his/her side of the field that has been Tribute Summoned, or Set. Destroy all face-up Attack Position monsters on your opponent's sid eof the field and inflict 1000 damage to your opponent."
Blasting Fuse,CDIP,database\images\BlastingFuse.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Activate only when all (4) zones of this card's column are occupied. Destroy all cards in this column.
Blaze Accelerator,CP06,database\images\BlazeAccelerator.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"You can send 1 Pyro-Type monster with 500 or less ATK from your hand to the Graveyard to destroy 1 monster your opponent controls, but you cannot declare an attack this turn if you do."
Blessings of the Nile,AST,database\images\BlessingsoftheNile.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Each time card(s) are discarded from your hand to the Graveyard by the effect of a card controlled by your opponent, gain 1000 Life Points."
Blind Destruction,DB2,database\images\BlindDestruction.jpg,Trap,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"During your Standby Phase, roll 1 six-sided die once. Destroy any monsters whose Level Stars are equal to the number rolled. If the number is 6, destroy all face-up Level 6 or higher monsters on the field."
Block Attack,DB2,database\images\BlockAttack.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Select 1 face-up Attack Position monster on your opponent's side of the field and change it to Defense Position.
Book of Taiyou,CP02,database\images\BookofTaiyou.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Flip 1 face-down monster on the field into face-up Attack Position.
Bottomless Shifting Sand,DB2,database\images\BottomlessShiftingSand.jpg,Trap,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"At the end of your opponent's turn, destroy the face-up monster(s) with the highest ATK on the field. During your own Standby Phase, if you have 4 or less cards in your hand, this card is destroyed."
